no,bugis,indonesia,english,len_bugis,skor_bugis
169,"""Siagae sumber naseng makkada Mutik Tsenpo rimunri riuno pole anggota klan sNa-nam, naekiya iyae de'na wedding kapang kajajiang lettu Sadnalegs menre mancaji arung Sadnalegs maroki rilaleng seddi prasasti ri Zhwa'i-lha-khang makkedae alena malai kekuasaang pole ambo'na, makkedae salah seddi silessurenna pura mate, na alena mattanro sibawa silessureng aroanena, Mur-rug-brtsan.""","""Beberapa sumber menyatakan bahwa Mutik Tsenpo kemudian dibunuh oleh anggota klan sNa-nam, namun hal ini tidak mungkin terjadi sampai Sadnalegs naik menjadi raja Sadnalegs menulis dalam sebuah prasasti di Zhwa'i-lha-khang bahwa ia mengambil kuasa dari ayahnya, bahwa salah satu kakaknya telah meninggal, dan ia bersumpah dengan kakak lelakinya, Mur-rug-brtsan.""","""Some sources state that Mutik Tsenpo was later murdered by members of the sNa-nam clan, but this is unlikely to have occurred until Sadnalegs ascended to kingship Sadnalegs wrote in an inscription at Zhwa'i-lha-khang that he took power from his father, that one of his older brothers had died, and that he swore an oath by his older brother, Mur-rug-brtsan.""",49,10
170,"(Zakaria makkada, ""Oh Puangku! Pekkatega) de'na mungking (engka matu' ana' poleku, padahala' beneku ero tau ero.mandulu' sibawa iya' ale-ale sisunggunna pura maccapei umuru' ero liwe' matoa)"" lapala' 'iftiyyan pole ri lapala' 'Ataa bettuanna Yabisa ato kerring, massu'na iya' pura maccape umuru' siratu' duappulo taunh, nappa benena pura lettu' umuru' asera pulo arua taung.","(Zakaria berkata, ""Ya Rabbku! Bagaimana) mana mungkin (akan ada anak bagiku, padahal istriku adalah seorang yang mandul dan aku sendiri sesungguhnya sudah mencapai umur yang sangat tua)"" lafal 'itiyyan berasal dari lafal 'Ataa artinya Yabisa atau kering, maksudnya ia telah mencapai umur seratus dua puluh tahun, dan istrinya telah mencapai umur sembilan puluh delapan tahun.","(Zakaria said, ""O my Rabb! How) how is it possible (that there will be children for me, even though my wife is barren and I myself have actually reached a very old age)"" the pronunciation 'itiyyan comes from the pronunciation 'Ataa, meaning Yabisa or dry, meaning that he has reached one hundred and twenty years of age, and his wife has reached the age of ninety-eight years.",53,10
171,Sure' yero dessa ladde' nasopan nasaba' dessa gaga amplop tattutu'. Ifikkiriki setiap tau wedding bacai sibawa mabbere lao tauwe yero kebetulan maccule lao bola ku'. Furana iyya' lettu' bola ku' takkitte' ladde' sibawa lise'na yero sure'e. Nappa iyya' ucobai faressa ulangngi lao petugas yero nomoro' hapena sibawa asengna taroki atas aseng Suratman.,Surat itu sangat tidak sopan karena tanpa amplop tertutup. Logikanya setiap orang bisa baca dan diberikan ke seorang yang kebetulan main di rumah saya. Setelah saya sampai rumah saya sangat terkejut dengan isi surat tersebut. Kemudian saya coba konfirmasi terhadap petugas yang nomer HP dan nama tertera atas nama Suratman.,"The letter was very impolite because it was without a sealed envelope. Logically, anyone can read it and give it to someone who happens to be playing at my house. After I arrived home I was very surprised by the contents of the letter. Then I tried to confirm with the officer whose cellphone number and name were listed as Suratman.",52,10
172,"Iyya kerra cuku matunna lakaing nalokkai na denna mappau aga-aga, alena bawang nacapu-capu mahalusu ulu na lekke napatennang ka. Iyya denna mappunai pappile laing, emma makkeda 'emma maelonna teteh tette ku hede maraga ni' iyya usedding manengka lakkaing majasippa ladde. Namu purana iyya mappikiri masse to emma matoang ku liwe naeloki engkana baby ri bolana, nasaba yahe iyanaritu appo kaseddinna.","Saya menangis tertunduk kemudian suami menghampiri dan tidak berkata apa-apa, ia hanya mengelus-elus lembut kepala dan punggung menenangkan saya. Saya tidak punya pilihan lain, mama bilang 'mama penginnya teteh tetep di sini gimana atuh' saya merasa kok suami tega sekali. Namun setelah saya pikir kasihan juga mama mertua saya sangat mengidam-idamkan adanya baby di rumahnya, karena ini adalah cucu pertamanya.","I cried with my head down then my husband came over and didn't say anything, he just gently stroked my head and back to calm me down. I didn't have any other choice, my mother said, 'I want to stay here, what do you want?' I felt like my husband had the heart to do so. But after I thought about it, I felt sorry for my mother-in-law who really wanted a baby in her house, because this was her first grandchild.",60,10
173,"Purana iyaro Yesus napau akku tau-tau e, ""Narekko seddi tau pole idi' maneng mappunnai seddi ana' iarega sikaju lembu iya mabuang e akku bujung e ri esso Sabat, de' ga na alena magatti' getteng i messu' ana' e ro iarega lembu e ro esso e ro?","Sesudah itu Yesus berkata kepada orang-orang, ""Seandainya seorang dari kalian mempunyai seorang anak atau seekor lembu yang jatuh ke dalam sumur pada hari Sabat, apakah ia tidak akan segera menarik ke luar anak itu atau lembu itu hari itu juga?","After that Jesus said to the people, ""If one of you had a child or an ox that fell into a well on the Sabbath day, would he not immediately pull the child or ox out that very day?",46,10
174,"Bettuanna ayat massukkue, na sigolongeng-golongeng tau sibawa iko ya pirae piagau anu padapadae. Alena pigaui ro nasaba maccoeri lalengna Nabi saw. Nainappa i teppu, makkeda engka ri salaseddinna tau-tau ya de na sedding i siaga rakaat sempajang wenni ya purae na jama, sibwa wettu wenni ya cinampe mani.","Makna ayat secara lengkap, dan segolongan orang-orang yang bersama kamu yang telah melakukan hal yang sama. Mereka melakukan demikian mengikuti jejak Nabi saw. sehingga disebutkan, bahwa ada di antara mereka orang-orang yang tidak menyadari berapa rakaat salat malam yang telah mereka kerjakan, dan waktu malam tinggal sebentar lagi.","The complete meaning of the verse, and a group of people with you who have done the same thing. They did so following in the footsteps of the Prophet PBUH. So it is said that there are people among them who do not realize how many rak'ahs of night prayer they have done, and that night is just around the corner.",48,10
175,"Naiyaro ri saliwenna olin ero, modifikasi iye kaminang signifikan engka ri aje-ajena. Suspensi bawaan'e risellei pake coil spring over shock (coilover), iyya ripasisompungngi sibawa sistem rem pole StopTech ri tungke' sumbu roda'na. Jaji de'na gaga appellengeng narekko tanre'na tanae wedding ripasisompung sibawa apparelluang.","Kemudian dibalik kulitnya itu, modifikasi paling signifikan ada pada kaki-kakinya. Suspensi bawaan diganti menggunakan coil spring over shock (coilover ), yang dipasangkan dengan sistem pengereman dari StopTech pada masing-masing sumbu rodanya. Jadi tak heran bila tinggi rendahnya ground clearance bisa disesuaikan mengikuti kebutuhan.","Then behind the skin, the most significant modification is on the legs. The stock suspension was replaced using a coil spring over shock (coilover), which was paired with a braking system from StopTech on each wheel axle. So it's not surprising that the height and low ground clearance can be adjusted according to needs.",43,10
176,(Pole iyanaro Allah napajaji alena) saisa' ri antarana alena engka na poji sisala-sala sibawa saisa' iyaro laingnge engka yaleang rahmat akku ale Na naikiya alena de na makkara-kara iyaro agama. (paunna Rabbmu pura ipettuang) ianaritu (sitongenna Iya' melo' papennoi wi Jahanam sibawa jin na tau siningna.),(Dan untuk itulah Allah menciptakan mereka) sebagian di antara mereka ada yang suka berselisih dan sebagian yang lain ada yang diberi rahmat oleh-Nya sehingga mereka tidak berselisih mengenai agama. (Kalimat Rabbmu telah diputuskan) yaitu (sesungguhnya Aku akan memenuhi Jahanam dengan jin dan manusia semuanya.),"(And that is why Allah created them) some of them are contentious and there are others who have been given grace by Him so that they do not dispute regarding religion. (Your Rabb's sentence has been decided) namely (Indeed, I will fill Hell with all jinn and humans.)",46,10
177,"Narekko iyaro kontainer'e de'na naullei nataro uwae'na, maelo'i leddai. Ri lalenna kajajiang tongengnge, dessicant iyya ripake ri lalenna kajajiangnge iyanaritu dessicant pole ri batu kapur'e. Rilaleng narasi iya mallebbang e, ripau makkeda ana' iya mancaji korban ripappaccingi dessicant purana nabukka bungkusan dessicant nasabari zat dessicant melompat lao ri matanna.","Apabila wadah tidak mampu menampung uap, maka akan terjadi ledakan. Dalam kejadian yang sebenarnya, dessicant yang dipercaya digunakan dalam kejadian ini adalah dessicant dari kapur tersebut. Pada narasi yang tersebar, dikatakan bahwa anak yang menjadi korban terkena dessicant setelah membuka bungkus dessicant sehingga menyebabkan zat dessicant melompat ke matanya.","If the container is unable to contain the steam, an explosion will occur. In the actual incident, the dessicant believed to be used in this incident was lime dessicant. In the narrative that was spread, it was said that the child who was the victim was exposed to desiccant after opening the packet of desiccant, causing the desiccant substance to jump into his eyes.",49,10
178,"Riteppui makkeda yaro anak e matei nauno alena nasaba' de'na mappunnai talipong rikatennie untuk maccoeri proses magguru lalo kelas daring selama masa pandemi. Riala pole laman situs Medcom.id, ada makkeda iyaro fotoe mappakkitang seddi tau anak yaro nauno alena nasaba' de'na mappunnai hp untuk magguru daring, yanaro salai. Tongengna, yaro fotoe de' gaga kaitanna sibawa korban magguru daring.","Disebutkan bahwa anak tersebut meninggal bunuh diri karena tidak memiliki telepon genggam untuk mengikuti proses belajar melalui kelas daring selama masa pandemi. Dilansir dari laman situs Medcom.id, klaim bahwa foto itu memperlihatkan seorang anak yang bunuh diri karena tidak memiliki telepon genggam untuk belajar daring, adalah salah. Faktanya, foto tersebut tidak ada kaitannya dengan korban belajar daring.","It was stated that the child died by suicide because he did not have a cell phone to participate in the learning process through online classes during the pandemic. Reporting from the Medcom.id website, the claim that the photo shows a child who committed suicide because he did not have a cell phone for online learning, is false. In fact, the photo has nothing to do with online learning victims.",58,10
179,"""Wettunna lettu ri linoe, Gori macinnongngi pole ri gellorenna naekiya maselangngi sibawa atakabborenna pabbanua'e lao ri abbanuangnge, iya nassabari polusi masero (seddi topik maloppo wettunna seri'e ripancaji, nasaba Tokyo iyanaritu kota kaminang masolange ri linoe ri wettuero. ), jaji rupa tauw'e parellui magatti ricau narekko planet'e iya'e wedding rionroi.""","""Datang ke Bumi, Gori terpukau oleh keindahannya namun terkejut dengan penyalahgunaan penduduknya terhadap lingkungannya, yang menyebabkan polusi parah (sebuah topik besar saat seri ini dibuat, karena Tokyo adalah kota paling tercemar di dunia pada saat itu. ), jadi manusia harus cepat ditaklukkan jika planet ini bisa ditempati.""","""Coming to Earth, Gori is struck by its beauty but appalled by its inhabitants' abuse of its environment, which causes severe pollution (a big topic when the series was set, as Tokyo was the most polluted city in the world at the time), so humans must be quickly conquered if the planet is to be inhabited.""",49,10
180,"Na makkokkoe pammarentah China , yaro untuk mallosin taung , pura genne untuk berhasil nasaring lino maya , makkokkoe engkai ri posisi parellu napettu apagah nalorangi ato natutu' yamaneng layanan . Nasaba' transformasi akko media amatir liwe' jago gangkenna alena maneng de'na mulle moloi sibawa cara laing .","Dan kini pemerintah China , yang untuk lusinan tahun , telah cukup berhasil menyaring dunia maya , kini berada di posisi harus memutuskan apakah mengijinkan atau menutup keseluruhan layanan . Karena transformasi pada media amatir sangat hebat sehingga mereka tidak dapat menghadapinya dengan cara lain .","And now the Chinese government , which for decades , has been quite successful at filtering cyberspace , is now in the position of having to decide whether to allow or shut down the service altogether . Because the transformation in amateur media is so great that they can't deal with it any other way.",48,10
181,"""Puranana pensiun, Marcus lao ri kantoro riolo na naterima kareba polisi najaji Toby sebagai tersangka, sibawa catatanna mapaccing nennia motif na de'na engka untu' marampok nasaba total pendapatan pole sumbu minnya baru e naruntu rilaleng seddi uleng lettu lebbi pole total doi pole perampokan e.""","""Setelah pensiun, Marcus mengunjungi kantornya yang dulu dan mendapat kabar bahwa kepolisian menjadikan Toby sebagai tersangka, dengan rekam jejaknya yang bersih dan motif yang tidak ada untuk merampok sejak total penghasilan sumur minyak baru yang didapatkan dalam sebulan mencapai lebih dari total uang hasil perampokannya.""","""After retiring, Marcus visited his former office and received news that the police had named Toby as a suspect, with a clean track record and no motive for robbery since the total income from new oil wells obtained in a month was more than the total money from his robbery.""",45,10
